,age,income,savings_rate,debt_ratio,purchase_power,purchasing_power,purchase_class
1644,44,60301.92,0.15,0.28,39181.74,34.97,1
1645,40,51405.42,0.23,0.44,22479.4,23.29,0
1646,57,67764.79,0.24,0.58,6071.85,11.82,0
1647,20,33822.54,0.24,0.28,5789.19,11.63,0
1648,56,64845.75,0.17,0.13,40952.56,36.21,1
1649,57,48641.9,0.16,0.55,8428.93,13.47,0
1650,44,66854.95,0.05,0.12,60303.22,49.74,1
1651,33,47031.39,0.28,0.58,10251.09,14.74,0
1652,52,85796.31,0.2,0.43,31412.48,29.54,1
1653,58,48490.17,0.1,0.57,8904.81,13.8,0
1654,29,65114.94,0.28,0.2,34555.5,31.74,1
1655,21,26455.55,0.28,0.12,7194.35,12.61,0
1656,24,60735.84,0.3,0.34,17223.8,19.62,0
1657,27,38665.71,0.27,0.33,14612.18,17.79,0
1658,24,50315.91,0.3,0.27,17316.81,19.68,0
1659,27,71037.23,0.11,0.58,20799.9,22.12,0
1660,57,54377.14,0.26,0.51,6530.83,12.14,0
1661,49,49784.44,0.26,0.43,18200.16,20.3,0
1662,50,70514.22,0.11,0.18,51718.03,43.74,1
1663,59,44759.62,0.07,0.47,11575.93,15.67,0
1664,30,48593.19,0.29,0.46,13250.94,16.84,0
1665,26,53431.65,0.12,0.31,27890.27,27.08,1
1666,26,79072.77,0.27,0.56,11198.42,15.41,0
1667,46,63153.98,0.05,0.18,52407.36,44.22,1
1668,38,61272.09,0.06,0.23,48934.0,41.79,1
1669,25,61311.28,0.17,0.13,39738.59,35.36,1
1670,29,53836.4,0.11,0.5,21897.73,22.89,0
1671,38,72437.6,0.22,0.41,32004.64,29.95,1
1672,34,80193.37,0.19,0.26,48090.75,41.2,1
1673,22,38020.59,0.07,0.18,21186.26,22.39,0
1674,24,21212.28,0.09,0.12,12217.48,16.12,0
1675,40,51493.09,0.15,0.18,39999.14,35.54,1
1676,44,88304.78,0.1,0.33,55728.57,46.54,1
1677,21,40373.53,0.25,0.22,12562.84,16.36,0
1678,59,50528.01,0.15,0.23,22344.15,23.2,0
1679,32,80751.46,0.07,0.54,34489.4,31.69,1
1680,29,51529.56,0.17,0.36,24796.69,24.91,0
1681,36,39722.67,0.07,0.46,23083.3,23.72,0
1682,30,37941.38,0.08,0.12,31956.27,29.92,1
1683,41,69343.06,0.11,0.28,47640.73,40.88,1
1684,30,53216.13,0.26,0.34,22414.97,23.25,0
1685,31,88269.33,0.28,0.19,48776.25,41.68,1
1686,43,53175.82,0.26,0.16,36175.26,32.87,1
1687,37,55932.71,0.13,0.54,23728.02,24.17,0
1688,54,48694.93,0.12,0.57,12992.0,16.66,0
1689,26,42002.48,0.19,0.14,26113.73,25.83,0
1690,47,43790.52,0.23,0.27,25294.12,25.26,0
1691,50,56428.93,0.3,0.58,8526.3,13.54,0
1692,36,58913.5,0.08,0.14,50577.08,42.94,1
1693,24,43990.56,0.06,0.42,18105.71,20.24,0
1694,36,119118.55,0.22,0.59,27517.56,26.82,0
1695,37,106577.35,0.26,0.59,21450.04,22.57,0
1696,40,52190.37,0.26,0.34,26609.25,26.18,0
1697,55,39266.62,0.22,0.18,20398.79,21.84,0
1698,50,60340.0,0.29,0.2,32420.54,30.24,1
1699,59,61710.46,0.18,0.54,8461.81,13.49,0
1700,21,30121.18,0.28,0.56,-3567.85,5.08,0
1701,46,52476.46,0.29,0.4,20078.55,21.62,0
1702,28,88943.71,0.26,0.48,22390.77,23.23,0
1703,53,56626.93,0.13,0.47,21553.29,22.65,0
1704,47,74716.99,0.1,0.43,38900.51,34.77,1
1705,33,45852.51,0.19,0.51,17200.9,19.6,0
1706,51,60547.76,0.16,0.44,24657.56,24.82,0
1707,25,42811.14,0.27,0.37,12087.68,16.03,0
1708,30,45403.43,0.08,0.22,33788.61,31.2,1
1709,48,86516.37,0.11,0.47,38701.45,34.63,1
1710,39,45994.12,0.24,0.34,25021.22,25.07,0
1711,49,67157.22,0.07,0.25,47866.12,41.04,1
1712,42,57428.08,0.13,0.5,26572.71,26.16,0
1713,38,68016.35,0.15,0.45,32887.9,30.57,1
1714,55,54144.78,0.21,0.57,8970.62,13.85,0
1715,22,59391.5,0.09,0.18,36050.29,32.78,1
1716,46,51196.67,0.27,0.42,19990.32,21.55,0
1717,38,85057.99,0.16,0.22,57804.04,47.99,1
1718,42,61998.0,0.28,0.55,15889.4,18.69,0
1719,50,46883.49,0.17,0.15,33543.33,31.03,1
1720,59,67806.84,0.12,0.43,21965.51,22.93,0
1721,54,56787.29,0.09,0.5,21762.2,22.79,0
1722,52,43233.08,0.05,0.28,28946.77,27.82,1
1723,54,65271.43,0.18,0.58,13488.68,17.01,0
1724,20,59172.78,0.08,0.53,13207.2,16.81,0
1725,33,84978.32,0.15,0.25,54738.22,45.85,1
1726,52,55610.07,0.2,0.1,38657.87,34.6,1
1727,54,62022.85,0.12,0.25,36972.72,33.43,1
1728,24,46807.94,0.09,0.24,26538.42,26.13,0
1729,57,91375.54,0.24,0.54,13539.17,17.04,0
1730,30,43968.17,0.29,0.58,7444.13,12.78,0
1731,21,34504.52,0.08,0.14,18675.39,20.63,0
1732,36,49193.69,0.09,0.34,33094.89,30.72,1
1733,58,40482.82,0.29,0.37,6409.69,12.06,0
1734,39,65474.08,0.06,0.15,57382.91,47.7,1
1735,33,95094.28,0.29,0.29,42979.87,37.63,1
1736,51,58502.64,0.05,0.26,41105.78,36.32,1
1737,53,49366.83,0.27,0.37,16942.42,19.42,0
1738,44,65758.38,0.13,0.43,33921.55,31.29,1
1739,26,59609.13,0.28,0.45,13595.64,17.08,0
1740,54,57385.93,0.13,0.17,38009.29,34.15,1
1741,48,93767.96,0.21,0.51,29304.61,28.07,1
1742,41,51892.15,0.07,0.44,30883.87,29.17,1
1743,32,52240.99,0.11,0.54,21171.37,22.38,0
1744,32,61269.62,0.24,0.32,29397.18,28.13,1
1745,20,45713.1,0.18,0.55,2079.62,9.03,0
1746,55,59715.69,0.28,0.53,7873.13,13.08,0
1747,23,29840.76,0.16,0.32,9681.39,14.35,0
1748,56,126512.39,0.27,0.29,51364.05,43.49,1
1749,59,51903.92,0.16,0.57,5311.11,11.29,0
1750,32,58103.01,0.29,0.46,17469.21,19.79,0
1751,57,68431.79,0.29,0.56,4266.87,10.56,0
1752,43,54233.86,0.13,0.5,25077.76,25.11,0
1753,38,61807.26,0.27,0.4,25413.7,25.35,0
1754,20,30181.19,0.26,0.16,7348.72,12.72,0
1755,57,64419.57,0.1,0.25,36116.03,32.83,1
1756,24,42049.86,0.21,0.58,4415.95,10.67,0
1757,35,63408.44,0.07,0.26,47305.12,40.65,1
1758,43,50081.32,0.26,0.15,34789.77,31.9,1
1759,46,52293.11,0.09,0.45,27884.73,27.07,1
1760,20,23792.34,0.07,0.47,893.01,8.2,0
1761,53,51139.52,0.15,0.24,29925.62,28.5,1
1762,55,36688.27,0.19,0.25,17047.0,19.5,0
1763,23,40001.98,0.26,0.33,10021.66,14.58,0
1764,19,29869.25,0.29,0.11,5972.3,11.75,0
1765,58,58771.09,0.16,0.49,13090.05,16.73,0
1766,30,54923.69,0.07,0.26,38943.01,34.8,1
1767,54,86644.78,0.24,0.53,18135.45,20.26,0
1768,41,144055.93,0.19,0.5,49537.24,42.21,1
1769,49,85765.17,0.16,0.43,37096.22,33.51,1
1770,29,46807.77,0.13,0.26,29485.89,28.19,1
1771,28,45063.98,0.18,0.36,20783.46,22.11,0
1772,21,57640.17,0.13,0.32,22752.47,23.48,0
1773,32,38833.95,0.24,0.27,22051.79,22.99,0
1774,34,53691.28,0.19,0.52,19523.79,21.23,0
1775,28,48339.52,0.27,0.34,18872.37,20.77,0
1776,47,73074.22,0.19,0.52,25477.58,25.39,0
1777,28,62860.33,0.11,0.15,46184.86,39.87,1
1778,30,44656.38,0.26,0.17,26983.38,26.44,0
1779,48,56675.35,0.19,0.59,15570.37,18.46,0
1780,59,63007.59,0.1,0.39,23128.96,23.75,0
1781,19,26946.7,0.21,0.35,197.36,7.72,0
1782,23,69875.81,0.14,0.36,28810.94,27.72,1
1783,38,71883.64,0.26,0.21,43476.77,37.97,1
1784,26,51817.79,0.16,0.46,17337.63,19.7,0
1785,30,60877.5,0.23,0.14,39705.75,35.34,1
1786,19,30676.73,0.07,0.39,4548.7,10.76,0
1787,38,52638.3,0.15,0.39,29949.52,28.52,1
1788,46,56850.19,0.3,0.56,12296.44,16.17,0
1789,55,67726.11,0.25,0.36,22552.53,23.34,0
1790,55,62235.97,0.09,0.17,42758.79,37.47,1
1791,30,48361.92,0.12,0.39,25683.41,25.53,0
1792,55,72982.53,0.13,0.15,49631.73,42.28,1
1793,46,60177.09,0.21,0.2,39365.52,35.1,1
1794,33,48285.73,0.24,0.12,34686.64,31.83,1
1795,24,50196.18,0.24,0.36,15820.15,18.64,0
1796,38,48679.38,0.18,0.14,38485.67,34.48,1
1797,32,38808.23,0.25,0.33,19159.84,20.97,0
1798,20,38948.3,0.16,0.57,297.48,7.79,0
1799,27,41839.04,0.08,0.46,18197.29,20.3,0
1800,55,55304.75,0.19,0.14,33535.07,31.02,1
1801,38,49113.97,0.29,0.21,29821.02,28.43,1
1802,44,88311.83,0.25,0.44,32669.7,30.42,1
1803,47,53955.72,0.19,0.55,17529.92,19.83,0
1804,19,31105.86,0.21,0.12,9047.56,13.9,0
1805,53,66752.75,0.28,0.51,12958.37,16.64,0
1806,24,30696.38,0.16,0.38,9609.97,14.3,0
1807,55,43094.78,0.13,0.37,17752.83,19.99,0
1808,23,50847.48,0.29,0.58,641.38,8.03,0
1809,51,55269.41,0.27,0.47,15215.64,18.22,0
1810,32,45183.0,0.13,0.53,18683.87,20.64,0
1811,30,65073.65,0.17,0.28,38027.72,34.16,1
1812,38,50642.47,0.15,0.38,29133.67,27.95,1
1813,42,58488.6,0.09,0.41,35038.08,32.07,1
1814,52,49796.4,0.29,0.26,22224.73,23.12,0
1815,43,67673.82,0.15,0.39,36346.94,32.99,1
1816,47,91777.44,0.27,0.22,50743.89,43.05,1
1817,57,38655.69,0.1,0.17,22470.78,23.29,0
1818,49,63956.81,0.19,0.29,35947.7,32.71,1
1819,41,78637.19,0.06,0.47,42743.79,37.46,1
1820,56,52329.94,0.24,0.56,5991.06,11.77,0
1821,38,47616.04,0.2,0.33,27951.25,27.12,1
1822,41,69387.04,0.21,0.42,31326.83,29.48,1
1823,34,78201.95,0.06,0.15,65393.49,53.3,1
1824,26,66333.93,0.1,0.55,20570.67,21.96,0
1825,39,67594.86,0.07,0.38,42272.25,37.13,1
1826,19,38633.71,0.12,0.49,3393.66,9.95,0
1827,26,37910.27,0.21,0.5,9009.24,13.88,0
1828,47,79298.26,0.19,0.23,49716.31,42.34,1
1829,50,77205.95,0.2,0.36,34806.67,31.91,1
1830,56,44818.37,0.19,0.58,5819.28,11.65,0
1831,23,50541.86,0.12,0.14,31437.53,29.56,1
1832,40,73717.22,0.11,0.44,38641.67,34.59,1
1833,52,77990.05,0.08,0.58,25849.88,25.65,0
1834,19,35955.18,0.26,0.25,5627.68,11.51,0
1835,44,52003.71,0.2,0.53,18552.89,20.55,0
1836,28,44959.23,0.1,0.57,14942.73,18.02,0
1837,48,50253.32,0.09,0.47,24566.51,24.75,0
1838,36,58925.63,0.27,0.22,35096.57,32.11,1
1839,35,55403.5,0.24,0.27,32089.12,30.01,1
1840,44,121955.5,0.21,0.12,86313.56,67.92,1
1841,26,66433.9,0.15,0.52,19738.48,21.38,0
1842,58,75568.44,0.12,0.52,19850.8,21.46,0
1843,30,62413.68,0.29,0.42,19568.3,21.26,0
1844,45,57613.36,0.25,0.28,32043.08,29.98,1
1845,26,45098.8,0.13,0.14,30641.64,29.0,1
1846,43,59923.36,0.26,0.48,20862.17,22.16,0
1847,22,45714.58,0.24,0.46,6408.65,12.06,0
1848,51,68027.44,0.12,0.56,22375.17,23.22,0
1849,19,37099.42,0.16,0.47,2135.08,9.07,0
1850,37,56183.23,0.1,0.51,27038.48,26.48,0
1851,49,54257.66,0.08,0.47,26675.55,26.23,0
1852,34,42734.66,0.23,0.42,19403.01,21.14,0
1853,32,84064.54,0.12,0.31,50870.43,43.14,1
1854,23,106362.8,0.26,0.55,14855.68,17.96,0
1855,59,80630.93,0.3,0.43,13572.08,17.07,0
1856,44,48355.57,0.07,0.3,35486.75,32.39,1
1857,46,77591.52,0.17,0.14,57517.88,47.79,1
1858,20,59612.28,0.25,0.25,19838.38,21.45,0
1859,24,40394.12,0.25,0.37,10801.38,15.13,0
1860,27,58995.16,0.24,0.24,29563.91,28.25,1
1861,51,55129.83,0.14,0.21,36793.74,33.3,1
1862,59,90680.69,0.16,0.36,33930.68,31.3,1
1863,43,68801.09,0.2,0.18,47701.05,40.93,1
1864,31,44003.81,0.29,0.5,11115.5,15.35,0
1865,27,62717.52,0.13,0.34,31810.11,29.82,1
1866,31,76823.95,0.28,0.39,27943.53,27.11,1
1867,49,65379.4,0.12,0.17,48512.7,41.49,1
1868,59,63673.82,0.3,0.26,19390.62,21.13,0
1869,29,51995.35,0.22,0.31,25590.62,25.47,0
1870,22,29344.99,0.17,0.5,2473.24,9.31,0
1871,52,58668.11,0.2,0.49,18064.0,20.21,0
1872,56,67386.81,0.12,0.21,40542.0,35.92,1
1873,22,40765.74,0.12,0.41,11858.48,15.87,0
1874,56,73345.69,0.08,0.22,46744.11,40.26,1
1875,37,54864.34,0.08,0.59,23204.73,23.8,0
1876,24,41380.08,0.14,0.58,7245.35,12.64,0
1877,52,76784.98,0.24,0.38,28775.86,27.7,1
1878,36,63314.72,0.2,0.45,27118.3,26.54,0
1879,31,49601.48,0.08,0.5,23296.81,23.87,0
1880,59,76175.05,0.26,0.46,12395.29,16.24,0
1881,41,53200.33,0.2,0.45,24119.31,24.44,0
1882,37,50963.02,0.29,0.58,11765.46,15.8,0
1883,29,29737.83,0.22,0.4,12238.51,16.13,0
1884,19,29637.83,0.09,0.42,2733.47,9.49,0
1885,42,90891.34,0.17,0.52,33335.38,30.88,1
1886,25,27708.87,0.21,0.43,6543.08,12.15,0
1887,43,50965.42,0.06,0.47,29167.46,27.97,1
1888,39,68972.58,0.05,0.22,55601.9,46.45,1
1889,33,36535.0,0.08,0.29,26590.37,26.17,0
1890,19,30148.41,0.11,0.17,9563.22,14.26,0
1891,30,77912.44,0.16,0.35,39625.99,35.28,1
1892,25,102315.36,0.17,0.33,47934.62,41.09,1
1893,33,62117.4,0.08,0.6,23259.97,23.84,0
1894,39,49994.29,0.22,0.41,24232.36,24.52,0
1895,37,48606.7,0.2,0.49,20065.33,21.61,0
1896,47,64942.51,0.12,0.27,43087.85,37.7,1
1897,43,67273.32,0.05,0.52,34087.17,31.41,1
1898,51,108588.7,0.07,0.41,57694.07,47.91,1
1899,50,81072.7,0.15,0.45,34063.96,31.39,1
1900,53,61670.72,0.09,0.25,39963.83,35.52,1
1901,56,53429.47,0.14,0.37,21423.41,22.56,0
1902,44,170984.77,0.21,0.42,69290.14,56.02,1
1903,29,64381.77,0.19,0.39,27564.93,26.85,0
1904,53,51595.22,0.11,0.56,16049.44,18.8,0
1905,26,45788.69,0.14,0.55,12325.3,16.19,0
1906,32,45420.29,0.2,0.59,12525.54,16.33,0
1907,28,30254.97,0.27,0.43,8874.68,13.78,0
1908,20,44237.75,0.24,0.59,-2476.01,5.85,0
1909,27,94755.39,0.19,0.52,26700.75,26.24,0
1910,21,23720.59,0.14,0.24,6081.34,11.83,0
1911,39,62274.99,0.14,0.31,39244.87,35.01,1
1912,44,53573.05,0.27,0.22,32318.63,30.17,1
1913,26,58234.7,0.06,0.1,46486.71,40.08,1
1914,20,36484.33,0.3,0.19,8337.75,13.41,0
1915,24,30825.02,0.22,0.1,16388.67,19.04,0
1916,46,50802.27,0.22,0.46,20364.74,21.82,0
1917,47,52165.02,0.06,0.31,36405.82,33.03,1
1918,44,92259.51,0.2,0.26,54928.33,45.98,1
1919,43,90625.21,0.17,0.48,36582.58,33.15,1
1920,30,49789.43,0.08,0.52,21768.59,22.8,0
1921,23,70489.42,0.12,0.59,15053.17,18.1,0
1922,52,58363.58,0.27,0.42,17823.74,20.04,0
1923,55,54339.1,0.19,0.33,22795.43,23.51,0
1924,33,58199.75,0.15,0.25,38063.96,34.19,1
1925,54,64415.38,0.07,0.21,44031.66,38.36,1
1926,33,49839.66,0.23,0.21,31856.54,29.85,1
1927,41,62510.83,0.23,0.3,34724.11,31.85,1
1928,24,60875.97,0.2,0.6,7761.09,13.0,0
1929,39,63472.87,0.18,0.1,51375.73,43.5,1
1930,41,62838.17,0.16,0.2,46012.74,39.75,1
1931,34,66813.74,0.2,0.19,44751.97,38.86,1
1932,33,69491.83,0.11,0.46,33632.55,31.09,1
1933,43,61679.13,0.29,0.28,32178.71,30.07,1
1934,54,53201.42,0.2,0.33,23011.59,23.67,0
1935,29,56106.56,0.13,0.17,39854.67,35.44,1
1936,33,40390.72,0.16,0.3,24978.96,25.04,0
1937,22,39601.24,0.25,0.15,16132.24,18.86,0
1938,39,39565.48,0.09,0.37,27026.6,26.47,0
1939,31,37858.01,0.12,0.15,29835.51,28.44,1
1940,40,43391.88,0.22,0.5,17964.06,20.14,0
1941,37,81542.76,0.13,0.38,44867.22,38.95,1
1942,52,61134.15,0.25,0.46,17548.55,19.85,0
1943,32,41946.14,0.08,0.31,28591.87,27.57,1
1944,22,51246.06,0.24,0.29,16949.4,19.43,0
1945,45,82471.43,0.07,0.15,69108.77,55.89,1
1946,47,71543.45,0.05,0.36,45288.89,39.24,1
1947,46,59969.46,0.27,0.36,26298.41,25.96,0
1948,53,64144.26,0.2,0.33,28996.34,27.85,1
1949,26,66598.42,0.14,0.47,23816.05,24.23,0
1950,34,51741.22,0.11,0.52,23458.49,23.98,0
1951,54,60165.27,0.2,0.48,16971.82,19.44,0
1952,48,58722.1,0.18,0.17,41281.85,36.44,1
1953,36,42650.74,0.3,0.41,17112.61,19.54,0
1954,20,56930.52,0.3,0.14,21884.8,22.88,0
1955,31,110679.97,0.21,0.45,40399.76,35.82,1
1956,22,31774.6,0.16,0.29,10101.92,14.64,0
1957,44,81781.98,0.17,0.17,59104.32,48.9,1
1958,43,52046.49,0.22,0.53,18167.82,20.28,0
1959,48,64552.43,0.08,0.41,36329.62,32.98,1
1960,29,87712.17,0.13,0.28,52516.36,44.29,1
1961,25,40522.1,0.07,0.12,29807.93,28.42,1
1962,49,61946.98,0.07,0.37,37189.37,33.58,1
1963,28,33511.82,0.1,0.56,11369.48,15.53,0
1964,57,48604.94,0.17,0.4,15117.98,18.15,0
1965,31,36407.82,0.25,0.59,8449.5,13.49,0
1966,49,69543.48,0.17,0.17,48259.19,41.32,1
1967,25,63457.04,0.13,0.38,27604.72,26.88,0
1968,54,56471.45,0.07,0.5,21962.31,22.93,0
1969,38,65650.42,0.19,0.36,34719.36,31.85,1
1970,22,38046.83,0.12,0.15,20747.95,22.08,0
1971,25,61378.85,0.2,0.39,21658.1,22.72,0
1972,19,39147.92,0.29,0.41,-407.93,7.29,0
1973,31,35945.75,0.08,0.46,18531.43,20.53,0
1974,40,80307.42,0.1,0.48,38876.92,34.76,1
1975,39,55961.92,0.17,0.49,25084.82,25.12,0
1976,40,47350.87,0.29,0.43,18565.64,20.56,0
1977,46,56673.85,0.24,0.21,35055.01,32.09,1
1978,27,31568.06,0.27,0.3,12305.78,16.18,0
1979,44,48431.03,0.13,0.49,23389.7,23.93,0
1980,27,52748.26,0.3,0.58,5375.09,11.34,0
1981,33,61004.06,0.08,0.14,51493.05,43.58,1
1982,28,56896.01,0.06,0.37,32218.45,30.1,1
1983,42,62487.8,0.26,0.26,35383.3,32.32,1
1984,26,40043.34,0.28,0.21,17968.39,20.14,0
1985,42,61611.08,0.07,0.35,40798.42,36.1,1
1986,34,52134.52,0.08,0.4,31210.01,29.4,1
1987,44,45606.48,0.06,0.1,43108.96,37.72,1
1988,45,52914.14,0.08,0.49,27262.86,26.64,0
1989,55,76229.86,0.1,0.51,26024.5,25.77,0
1990,22,80017.58,0.29,0.58,2647.25,9.43,0
1991,42,74292.27,0.22,0.19,49396.7,42.11,1
1992,37,96187.7,0.24,0.4,39644.54,35.29,1
1993,54,61045.22,0.24,0.31,24677.41,24.83,0
1994,57,100106.77,0.18,0.27,49105.04,41.91,1
1995,28,107025.63,0.25,0.38,39305.17,35.06,1
1996,43,44776.38,0.2,0.49,19088.44,20.92,0
1997,36,63308.54,0.13,0.11,52907.81,44.57,1
1998,37,61708.06,0.19,0.58,18975.51,20.84,0
1999,54,53817.43,0.18,0.5,14400.3,17.65,0
2000,28,60384.16,0.26,0.48,16252.07,18.94,0
2001,51,62051.99,0.3,0.48,14710.49,17.86,0
2002,23,34909.81,0.15,0.29,13227.26,16.83,0
2003,53,59941.06,0.24,0.48,15974.61,18.75,0
2004,52,86365.44,0.07,0.29,54460.31,45.65,1
2005,51,64355.2,0.24,0.55,14159.44,17.48,0
2006,39,72750.62,0.14,0.19,54017.82,45.34,1
2007,35,54996.0,0.06,0.25,42620.75,37.37,1
2008,40,69640.69,0.14,0.38,39062.99,34.89,1
2009,55,45007.16,0.2,0.26,21097.87,22.33,0
2010,33,50498.78,0.08,0.31,34208.03,31.49,1
2011,53,58807.0,0.28,0.35,20651.04,22.02,0
2012,46,48214.48,0.07,0.53,23396.64,23.94,0
2013,25,37115.6,0.28,0.36,9812.44,14.44,0
2014,50,67049.49,0.23,0.28,34730.44,31.86,1
2015,29,55116.41,0.13,0.22,36242.59,32.92,1
2016,28,67089.6,0.15,0.3,36737.88,33.26,1
2017,27,42478.84,0.24,0.36,16163.72,18.88,0
2018,32,57257.28,0.2,0.47,21648.84,22.71,0
2019,31,46544.15,0.22,0.16,31108.44,29.33,1
2020,43,75668.24,0.15,0.21,53897.07,45.26,1
2021,20,64086.03,0.17,0.29,24373.05,24.62,0
2022,53,68766.65,0.3,0.28,28015.91,27.16,1
2023,25,69133.92,0.1,0.3,38277.92,34.34,1
2024,39,61916.71,0.15,0.5,26958.35,26.43,0
2025,36,74977.02,0.12,0.26,50999.01,43.23,1
2026,21,42072.55,0.24,0.35,8581.55,13.58,0
2027,57,44958.76,0.24,0.41,9841.72,14.46,0
2028,59,59374.59,0.12,0.22,30548.55,28.94,1
2029,29,40977.47,0.07,0.46,20239.62,21.73,0
2030,57,125693.67,0.05,0.37,66285.87,53.92,1
2031,42,57700.69,0.16,0.32,35478.99,32.38,1
2032,37,72069.15,0.15,0.5,29843.42,28.44,1
2033,22,42484.8,0.3,0.22,13146.91,16.77,0
2034,44,48565.73,0.17,0.54,19105.88,20.94,0
2035,56,39304.34,0.11,0.38,15374.47,18.33,0
2036,50,75820.24,0.27,0.4,26057.92,25.8,0
2037,57,93335.53,0.17,0.54,21063.86,22.3,0
2038,54,50233.0,0.2,0.51,12542.03,16.35,0
2039,58,39012.01,0.07,0.4,13147.6,16.77,0
2040,55,54358.72,0.15,0.48,17265.26,19.65,0
2041,51,49891.38,0.29,0.32,20420.15,21.85,0
2042,54,51153.26,0.2,0.37,19621.85,21.3,0
2043,21,51879.64,0.14,0.13,29349.57,28.1,1
2044,27,49699.21,0.21,0.14,31150.67,29.36,1
2045,26,38605.03,0.28,0.51,5825.75,11.65,0
2046,51,71948.23,0.12,0.13,54748.54,45.85,1
2047,24,58207.7,0.18,0.18,32752.71,30.48,1
2048,59,50554.96,0.29,0.5,2050.16,9.01,0
2049,57,59506.16,0.09,0.1,42130.45,37.03,1
2050,22,51829.74,0.23,0.24,20142.64,21.66,0
2051,31,62643.81,0.2,0.39,27547.28,26.84,0
2052,20,39658.57,0.22,0.4,5060.68,11.12,0
2053,23,76624.22,0.14,0.49,22676.88,23.43,0
2054,45,73196.34,0.13,0.35,42665.88,37.41,1
2055,50,55616.93,0.22,0.35,25052.64,25.09,0
2056,39,55272.85,0.1,0.46,29445.8,28.16,1
2057,26,41561.62,0.15,0.35,18395.6,20.44,0
2058,56,69629.11,0.1,0.4,30134.44,28.65,1
2059,26,40820.44,0.05,0.55,14152.77,17.47,0
2060,21,34994.69,0.29,0.3,5624.29,11.51,0
2061,21,62361.95,0.16,0.29,25628.01,25.5,0
2062,40,64927.02,0.29,0.1,44698.7,38.83,1
2063,24,71296.98,0.09,0.41,31516.16,29.61,1
2064,20,54128.67,0.2,0.11,26869.27,26.36,0
2065,41,48475.62,0.1,0.35,31968.49,29.93,1
2066,20,37493.61,0.25,0.5,-597.31,7.16,0
2067,56,77905.43,0.25,0.37,24952.28,25.02,0
2068,35,44898.48,0.08,0.23,35603.7,32.47,1
2069,53,67538.96,0.28,0.49,14299.23,17.57,0
2070,52,60319.82,0.1,0.23,40047.87,35.58,1
2071,41,44183.06,0.2,0.47,20111.04,21.64,0
2072,48,64337.11,0.3,0.41,22138.97,23.06,0
2073,26,38524.23,0.27,0.18,18782.05,20.71,0
2074,40,48210.87,0.29,0.55,12914.92,16.61,0
2075,54,59842.99,0.14,0.2,37412.84,33.73,1
2076,23,25317.13,0.08,0.59,2248.54,9.15,0
2077,31,46517.5,0.1,0.1,39569.84,35.24,1
2078,47,142107.74,0.18,0.23,87686.83,68.88,1
2079,49,74003.79,0.25,0.2,43305.24,37.85,1
2080,34,47205.18,0.09,0.11,42137.35,37.04,1
2081,48,93787.55,0.21,0.47,32994.09,30.64,1
2082,34,46138.72,0.13,0.45,23483.57,24.0,0
2083,30,46781.61,0.14,0.5,18661.67,20.62,0
2084,35,45522.66,0.22,0.23,29781.65,28.4,1
2085,34,62388.43,0.17,0.32,36085.85,32.81,1
2086,30,84483.85,0.25,0.43,28628.27,27.59,1
2087,26,36952.17,0.09,0.32,19686.85,21.34,0
2088,38,41113.82,0.25,0.45,17665.15,19.93,0
2089,21,63230.07,0.07,0.42,23865.51,24.26,0
2090,34,94358.83,0.1,0.16,74112.23,59.39,1
2091,48,42999.22,0.21,0.49,15659.92,18.53,0
2092,41,70137.29,0.26,0.46,24768.29,24.89,0
2093,46,66435.32,0.11,0.43,34544.14,31.73,1
2094,58,46334.15,0.13,0.18,24621.85,24.79,0
2095,23,28925.48,0.18,0.23,10811.51,15.14,0
2096,38,80687.36,0.1,0.3,53796.13,45.19,1
2097,58,59241.99,0.25,0.24,22858.13,23.56,0
2098,19,41266.31,0.24,0.21,10402.31,14.85,0
2099,48,54209.49,0.09,0.5,25308.54,25.27,0
2100,39,51239.54,0.17,0.42,26822.8,26.33,0
2101,38,39145.94,0.24,0.38,19674.15,21.33,0
2102,24,42701.4,0.13,0.21,23483.08,24.0,0
2103,40,94265.85,0.21,0.56,27506.37,26.81,0
2104,36,48638.1,0.06,0.2,41055.98,36.28,1
2105,26,32648.99,0.2,0.5,7465.78,12.8,0
2106,57,64802.74,0.09,0.58,15507.95,18.42,0
2107,50,73024.1,0.26,0.46,22024.28,22.98,0
2108,51,53591.66,0.14,0.6,14838.69,17.95,0
2109,34,53253.53,0.12,0.43,28347.78,27.4,1
2110,30,58573.02,0.26,0.21,32644.82,30.4,1
2111,56,55877.29,0.06,0.2,36449.85,33.06,1
2112,52,80899.65,0.15,0.26,47417.65,40.73,1
2113,32,129730.42,0.14,0.1,100800.07,78.05,1
2114,54,42008.21,0.12,0.44,16143.29,18.86,0
2115,51,87571.55,0.28,0.23,43346.76,37.88,1
2116,41,63836.51,0.24,0.51,21753.34,22.79,0
2117,20,69881.91,0.07,0.28,35561.97,32.44,1
2118,59,68772.45,0.23,0.34,20977.58,22.24,0
2119,39,62368.42,0.18,0.58,19931.65,21.51,0
2120,20,53264.0,0.28,0.22,16520.54,19.13,0
2121,45,57271.74,0.13,0.46,27950.19,27.12,1
2122,27,40580.54,0.19,0.48,12398.29,16.25,0
2123,19,52485.14,0.18,0.21,20406.26,21.84,0
2124,29,42445.46,0.17,0.35,20948.3,22.22,0
